Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
380,,47,380,,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,2016,Industry,14160,0,355663,543744,0,0,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
381,274,46,274,,"Sugon Cluster W580I, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet, NVIDIA Tesla K40",Internet Company,Sugon,China,2015,Industry,6912,5760,355200,568474,1367000,0,115,3088.7,Cluster,Intel Xeon E5-2620v2 6C 2.1GHz,Intel IvyBridge,2100,Linux,Linux,NVIDIA Tesla K40,6,Intel Xeon E5 (IvyBridge),Sugon Cluster W580I,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
382,275,42,90,,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,62848,0,354467,905011,0,0,,,Cluster,Xeon E5-2450L 8C 1.8GHz,Intel SandyBridge,1800,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
383,276,46,276,,"Sugon TC5000, Xeon E7-4830 8C 2.13GHz, Gigabit Ethernet",State Grid Corp,Sugon,China,2015,Industry,38400,0,354300,655258,2031000,0,400,885.75,Cluster,Xeon E7-4830 8C 2.13GHz,Intel Westmere,2133,Linux,Linux,None,8,Xeon E7 (Westmere-EX),Sugon TC5000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
384,277,42,91,Athos,"iDataPlex DX360M4, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR14",EDF R&D,IBM,France,2013,Industry,18144,0,352671,391910,2370816,0,347.27,1015.55,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR14,Western Europe,Europe
385,278,42,92,,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,62416,0,352030,898790,0,0,,,Cluster,Xeon E5-2450L 8C 1.8GHz,Intel SandyBridge,1800,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
386,279,40,62,Pershing,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),IBM,United States,2012,Government,20160,0,350729,419328,0,0,400.68,875.33,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
387,,47,387,,"Apollo 6000 XL230a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",Automative Company,Hewlett-Packard,United States,2016,Industry,11520,0,350545,460800,0,0,,,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL230a,HP Apollo,Infiniband,Infiniband FDR,North America,Americas
388,,47,388,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,2016,Industry,13296,0,349333,510566,0,0,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
389,,47,389,,"Inspur TS10000, Xeon E5-2630v3 8C 2.4GHz, 40G Ethernet, NVIDIA Tesla K80/K40",Internet Company,Inspur,China,2016,Industry,6040,7800,347700,530920,1015000,0,98,3547.96,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,CentOS,Linux,NVIDIA Tesla K80,8,Intel Xeon E5 (Haswell),Inspur TS10000,Inspur Cluster,Gigabit Ethernet,40G Ethernet,Eastern Asia,Asia
390,280,39,46,Cab,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Lawrence Livermore National Laboratory,Cray Inc.,United States,2012,Research,20480,0,347400,425984,2168320,0,421.2,824.79,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Appro Xtreme-X Supercomputer,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
391,281,38,45,Luna,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Los Alamos National Laboratory,Cray Inc.,United States,2011,Research,20480,0,347400,425984,2168320,1084160,448,775.45,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5 (SandyBridge),Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
392,,47,392,,"Lenovo x3650, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet",Financial Services Company (G),Lenovo,China,2016,Industry,13680,0,346636,569088,2092224,0,,,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo x3650,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
393,282,39,97,airain,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",Commissariat a l'Energie Atomique (CEA)/CCRT,"Bull, Atos Group",France,2012,Research,18144,0,346070,391910.4,1560384,0,500,692.14,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,bullx SUperCOmputer Suite A.E.2.1,Linux,None,8,Intel Xeon E5 (SandyBridge),Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
394,283,45,190,,"Cluster Platform DL380p Gen8 , Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet",Hosting Services,Hewlett-Packard,United States,2015,Industry,28320,0,345695,589056,0,0,,,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Cluster Platform DL380p ,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
395,284,44,148,Uri,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",Korea Meteorological Administration,Cray Inc.,"Korea, South",2014,Research,10752,0,345600,447283.2,2469888,0,159.64,2164.87,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
396,,47,396,,"Lenovo RD450, Xeon E5-2683v3 14C 2GHz, 10G Ethernet",Internet Company A,Lenovo,China,2016,Industry,17360,0,344422,555520,1992000,0,,,Cluster,Xeon E5-2683v3 14C 2GHz,Intel Haswell,2000,Linux,Linux,None,14,Intel Xeon E5 (Haswell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
397,285,42,130,,"Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR",Indian Institute of Technology - Kanpur,Hewlett-Packard,India,2013,Academic,17980,0,344317,359600,3486976,0,369.9,930.84,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,South-central Asia,Asia
398,286,46,286,,"Inspur TS10000 HPC Server, Xeon E5-2698v3 16C 2.3GHz, 10G Ethernet",Internet Company,Inspur,China,2015,Industry,20480,0,343863,753664,2862167,0,174,1976.22,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,16,Intel Xeon E5 (Haswell),Inspur TS10000 HPC Server,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
399,287,45,193,Shirokane3,"HP Apollo 6000 Xl230/250 , Xeon E5-2670v3 12C 2.3GHz, Infiniband FDR, Intel Xeon Phi 7120P","University of Tokyo/Human Genome Center, Institute of Medical Science",Hewlett-Packard,Japan,2015,Academic,12408,1464,342585,431731,2212608,0,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,Intel Xeon Phi 7120P,12,Intel Xeon E5 (Haswell),HP Apollo 6000 Xl230/250 ,HP Apollo,Infiniband,Infiniband FDR,Eastern Asia,Asia
400,,47,400,Grace,"Lenovo NeXtScale nx360M5, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR",University College London (UCL),Lenovo,United Kingdom,2015,Academic,10944,0,341300,420250,2254686,0,,,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,8,Intel Xeon E5 (Haswell),Lenovo NeXtScale nx360M5,Lenovo NeXtScale,Infiniband,Infiniband QDR,Northern Europe,Europe
401,288,46,288,,"Fujitsu PRIMERGY CX400, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","Information Technology Center, Nagoya University",Fujitsu,Japan,2015,Academic,11060,0,340900,460096,2330179,0,,,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,14,Intel Xeon E5 (Haswell),Fujitsu PRIMERGY CX400,Fujitsu Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
402,289,46,289,,"Inspur TS10000 HPC Server, Xeon E5-2650v3 10C 2GHz, 10G Ethernet",Internet Service (B),Inspur,China,2015,Industry,20000,0,339896,640000,3577708,0,210,1618.55,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,10,Intel Xeon E5 (Haswell),Inspur TS10000 HPC Server,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
403,290,41,81,,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Air Force Research Laboratory,SGI,United States,2013,Government,18432,0,339500,383386,2049600,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI ICE X!,SGI ICE,Infiniband,Infiniband FDR,North America,Americas
404,291,46,291,,"Sugon TC5000, Opteron 6376 16C 2.3GHz, Gigabit Ethernet",China Mobile,Sugon,China,2015,Industry,67840,0,339000,624128,2337000,0,720,470.83,Cluster,Opteron 6376 16C 2.3GHz,AMD x86_64,2300,Linux,Linux,None,16,"Opteron 6300 Series ""Abu Dhabi""",Sugon TC5000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
405,292,46,292,,"Sugon TC5000, Opteron 6348 12C 2.8GHz, Gigabit Ethernet",Agricultural Bank of China (ABC) Shandong,Sugon,China,2015,Industry,56160,0,337600,628992,2127000,0,440,767.27,Cluster,Opteron 6348 12C 2.8GHz,AMD x86_64,2800,Linux,Linux,None,12,"Opteron 6300 Series ""Abu Dhabi""",Sugon TC5000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
406,293,44,151,,"Cluster Platform 4000 BL465c, Opteron O-6376 16C 2.3GHz, 10G Ethernet",Hewlett-Packard,Hewlett-Packard,United States,2014,Vendor,64128,0,337175,589977.6,0,0,,,Cluster,Opteron 6376 16C 2.3GHz,AMD x86_64,2300,Linux,Linux,None,16,"Opteron 6300 Series ""Abu Dhabi""",Cluster Platform 4000 BL465c,HP Cluster Platform 4000BL,10G,10G Ethernet,North America,Americas
407,294,39,52,Pecos,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Sandia National Laboratories,Cray Inc.,United States,2012,Research,19712,0,336800,410010,2108876,1054438,421.2,799.62,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Appro Xtreme-X Supercomputer,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
408,295,46,295,,"Inspur TS10000 HPC Server, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",Internet Service A,Inspur,China,2015,Industry,20640,0,336787,792576,4692121,0,293,1149.44,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,6,Intel Xeon E5 (Haswell),Inspur TS10000 HPC Server,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
409,296,43,121,Ada,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR",Texas A&M University,IBM/Lenovo,United States,2014,Academic,16820,0,335736,336400,2257408,0,356.82,940.91,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,NeXtScale,Infiniband,Infiniband FDR,North America,Americas
410,297,36,146,CSIRO GPU Cluster,"Nitro G16 3GPU, Xeon E5-2650 8C 2GHz, Infiniband FDR, Nvidia K20m",Commonwealth Scientific and Industrial Research Organisation (CSIRO),Xenon Systems,Australia,2010,Government,6875,4875,335300,472497.5,900000,0,,,Cluster,Xeon E5-2650 8C 2GHz,Intel SandyBridge,2000,Linux,Linux,NVIDIA Tesla K20m,8,Intel Xeon E5 (SandyBridge),Nitro G16 3GPU,Xenon Cluster,Infiniband,Infiniband FDR,Australia and New Zealand,Oceania
411,,47,411,,"Lenovo x3950, Xeon  E7-8850V2 12C 2.3GHz, 10G Ethernet",Financial Institution (B),Lenovo,China,2016,Industry,24960,0,335263,459264,3648576,0,,,Cluster,Xeon  E7-8850V2 12C 2.3GHz,Intel IvyBridge,2300,Linux,Linux,None,12,Intel Xeon E7 (IvyBridge),Lenovo x3950,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
412,298,46,298,,"Sugon TC5000, Xeon E5-2620 6C 2GHz, Gigabit Ethernet",Internet Company B,Sugon,China,2013,Industry,38400,0,334900,614400,2799000,0,480,697.71,Cluster,Xeon E5-2620 6C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Sugon TC5000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
413,,47,413,BinAC GPU,"MEGWARE MiriQuid, Xeon E5-2680v4 14C 2.4GHz, Infiniband FDR, NVIDIA Tesla K80",Universitaet Tuebingen,MEGWARE,Germany,2016,Academic,11184,3120,334800,534097,1313220,0,151,2217.22,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Redhat Enterprise Linux 7.2,Linux,NVIDIA Tesla K80,14,Intel Xeon E5 (Broadwell),MEGWARE MiriQuid,MEGWARE Cluster,Infiniband,Infiniband FDR,Western Europe,Europe
414,299,39,58,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR",CSIR Fourth Paradigm Institute (CSIR-4PI),Hewlett-Packard,India,2012,Research,17408,0,334377,362086.4,2712832,0,386.56,865.01,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,South-central Asia,Asia
415,,43,334,Zenobe,"bullx B510/B520, Intel Xeon E5-2690v3/E5-2697v2 12C 2.7GHz, Infiniband QDR",Cenaero,"Bull, Atos Group",Belgium,2014,Industry,13968,0,332564,407693,1726000,0,282,1179.3,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),bullx B510/B520,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
416,300,38,61,Chama,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Sandia National Laboratories,Cray Inc.,United States,2011,Research,19680,0,332000,409344,2086572,1043286,453.6,731.92,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5 (SandyBridge),Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
417,301,43,124,,"IBM Flex System p460, POWER7  8C 3.550GHz, Infiniband QDR",China Meteorological Administration,IBM,China,2014,Research,13664,0,331535,388058,0,0,414.8,799.26,Cluster,POWER7  8C 3.55GHz,Power,3550,AIX,Unix,None,8,POWER7,IBM Flex System p460,IBM Flex System,Infiniband,Infiniband QDR,Eastern Asia,Asia
418,,47,418,,"HP Apollo XL7x0f, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",University of Texas,Hewlett-Packard,United States,2016,Academic,10368,0,328110,431309,0,0,,,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,12,Intel Xeon E5 (Haswell),HP Apollo XL7x0f,HP Apollo,Infiniband,Infiniband FDR,North America,Americas
419,303,40,73,Kilrain,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Navy DSRC,IBM,United States,2012,Government,18816,0,327347,391373,0,0,373.97,875.33,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
420,302,40,72,Haise,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Navy DSRC,IBM,United States,2012,Government,18816,0,327347,391373,0,0,373.97,875.33,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
421,,47,421,,"Lenovo RD450, Xeon E5-2640v3 8C 2.6GHz, 10G Ethernet",Internet Service (B),Lenovo,China,2016,Industry,13104,0,326676,545126,2289408,0,,,Cluster,Xeon E5-2640v3 8C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,8,Intel Xeon E5 (Haswell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
422,,47,422,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,2016,Industry,12432,0,326632,477389,0,0,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
423,304,45,204,Bifrost,"ClusterVision RS720Q/RS700, Xeon E5-2640v3 8C 2.6GHz, Infiniband QDR",National Supercomputer Centre (NSC),ClusterVision,Sweden,2015,Academic,10256,0,326469,426650,2227200,0,205,1592.53,Cluster,Xeon E5-2640v3 8C 2.6GHz,Intel Haswell,2600,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),ClusterVision RS720Q/RS700,ClusterVision Cluster,Infiniband,Infiniband QDR,Northern Europe,Europe
424,305,46,305,,"Sugon TC5000, Intel Xeon E5-2420v2 6C 2.2GHz, Gigabit Ethernet",Internet Company S,Sugon,China,2014,Industry,33600,0,325200,591360,2686000,0,380,855.79,Cluster,Intel Xeon E5-2420v2 6C 2.2GHz,Intel IvyBridge,2200,Linux,Linux,None,6,Intel Xeon E5 (IvyBridge),Sugon TC5000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
425,306,42,103,,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,57648,0,325138,830131,0,0,,,Cluster,Xeon E5-2450L 8C 1.8GHz,Intel SandyBridge,1800,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
426,307,46,307,,"HP Apollo 6000 Xl230/250 , Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, NVIDIA Tesla K80",Energy Company,Hewlett-Packard,United States,2015,Industry,8360,5720,325132.54,517000,1310720,0,,,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,NVIDIA Tesla K80,12,Intel Xeon E5 (Haswell),HP Apollo 6000 Xl230/250 ,HP Apollo,Infiniband,Infiniband FDR,North America,Americas
427,308,45,206,,"Cluster Platform DL380p Gen8 , Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet",Hosting Services,Hewlett-Packard,United States,2015,Industry,26624,0,324993,553779,0,0,,,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Cluster Platform DL380p ,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
428,,47,428,,"Lenovo RD350, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",Internet Service (B),Lenovo,China,2016,Industry,13800,0,323251,529920,2712960,0,,,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,6,Intel Xeon E5 (Haswell),Lenovo RD350,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
429,309,38,71,Zeus,"SGI ICE 8400EX, Xeon X5690 6C 3.470GHz, Infiniband QDR",NOAA Environmental Security Computer Center,SGI,United States,2011,Research,27600,0,322900,382648.32,2322432,0,,,MPP,Xeon X5690 6C 3.47GHz,Intel Nehalem,3470,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),SGI ICE 8400EX,SGI ICE,Infiniband,Infiniband QDR,North America,Americas
430,,47,430,,"Lenovo RD940, Xeon E7-4820V2 8C 2GHz, 10G Ethernet",Government,Lenovo,China,2014,Government,32000,0,322560,512000,3577728,0,,,Cluster,Xeon E7-4820V2 8C 2GHz,Intel IvyBridge,2000,Linux,Linux,None,8,Intel Xeon E7 (IvyBridge),Lenovo RD940,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
431,,47,431,,"Cluster Platform 3000 BL460c Gen9, Xeon E5-2660v3 10C 2.6GHz, Infiniband FDR",Manufacturing Company,Hewlett-Packard,Sweden,2016,Industry,10180,0,322161,423488,0,0,,,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Cluster Platform 3000 BL460c Gen9,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,Northern Europe,Europe
432,,47,432,,"Cluster Platform 3000 BL460c Gen9, Xeon E5-2660v3 10C 2.6GHz, Infiniband FDR",Manufacturing Company,Hewlett-Packard,Sweden,2016,Industry,10180,0,322161,423488,0,0,,,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Cluster Platform 3000 BL460c Gen9,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,Northern Europe,Europe
433,310,45,208,Santos Dumont CPU,"Bullx B71x, Intel Xeon E5-2695v2 12C 2.4GHz, Infiniband FDR",Laborat—rio Nacional de Computaç‹o Cient’fica,"Bull, Atos Group",Brazil,2015,Academic,18144,0,321178,348365,2270184,0,,,Cluster,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,bullx SCS,Linux,None,12,Intel Xeon E5 (IvyBridge),Bullx B71x,Bull Bullx,Infiniband,Infiniband FDR,South America,Americas
434,311,36,118,Keeneland,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, NVIDIA 2090",Georgia Institute of Technology,Hewlett-Packard,United States,2011,Research,16896,12672,319560.4,614539.2,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
435,312,41,89,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",National Center for Medium Range Weather Forecast,IBM,India,2013,Research,16832,0,318443,350106,0,0,349.6,910.88,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,South-central Asia,Asia
436,313,36,53,Blackthorn,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",AWE,"Bull, Atos Group",United Kingdom,2010,Research,17856,0,318000,371404.8,2668480,0,446.4,712.37,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Northern Europe,Europe
437,314,42,109,,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,China,2013,Industry,36792,0,317781.9,676973,0,0,,,Cluster,Xeon E5-2630 6C 2.3GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
438,,47,438,Phoenix,"Lenovo NeXtScale nx360M5, Xeon E5-2698v3 16C 2.3GHz, Infiniband FDR, NVIDIA Tesla K80",University of Adelaide,Lenovo,Australia,2016,Academic,7584,3744,317500,410592,1043712,0,95,3342.11,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Linux,Linux,NVIDIA Tesla K80,16,Intel Xeon E5 (Haswell),Lenovo NeXtScale nx360M5,Lenovo NeXtScale,Infiniband,Infiniband FDR,Australia and New Zealand,Oceania
439,315,43,135,,"Cluster Platform SL250s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR",IT Service Provider,Hewlett-Packard,India,2014,Industry,18660,0,316846.8,373200,0,0,,,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,South-central Asia,Asia
440,316,44,168,,"ASUS ESC4000 FDR/G2S, Intel Xeon E5-2690v2 10C 3GHz, Infiniband FDR, AMD FirePro S9150",GSI Helmholtz Center,"AMD, ASUS, FIAS, GSI",Germany,2014,Research,10976,9856,316700,593600,1290240,0,,,Cluster,Intel Xeon E5-2690v2 10C 3GHz,Intel IvyBridge,3000,Linux,Linux,AMD FirePro S9150,10,Intel Xeon E5 (IvyBridge),ASUS ESC4000 FDR/G2S,ASUS GPU Cluster,Infiniband,Infiniband FDR,Western Europe,Europe
